Chap_Name,Scene_Name,Animation_Clip,Dialogue
End_Day_7,End_Day_7_Sc_1,End_Day_7_Sc_1_TravHead,"The Wizard, the Halfling… The Spark. (Traveler passes out)"
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_Idle,Halfling goes to visit the Wizard
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_WizHead,"Greetings young Halfling, what are you doing here?  Have I not impressed the importance of the work you are doing at the tavern?"
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_DingiHead,The traveler is gone.
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_WizHead,Gone?  Where?
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_DingiHead,He must have wandered off in the night!  I thought you said he would sleep for days!
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_WizHead,And I thought I told you to keep an eye on him.  One doesn’t always stay in the same place when one sleeps. 
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_DingiHead,My half cousin on my mothers side often sleep walks; once he woke up in a pig trough.  Probably would have kept sleeping had one of the pigs not bitten one of his toes clear off!
End_Day_7,End_Day_5_Sc_2,End_Day_5_Sc_2_WizHead,Fool of a Widebottom… we must find him.. hunt him down.
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_Idle,Darkling goes to visit the Wizard
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_WizMove,Greetings young Master.  How can I help you?
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_DarklingMove,Who is this young Halfling that runs your tavern during the day?
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_WizMove,Hmmm… why that’s Dingus Widebottom
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_DarklingMove,What?! How could you employ him?  YOU are on their side?  I should kill you now!
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_WizMove,I wouldn’t recommend trying.  Now calm yourself young Dartling.  Would I be on their side if I gave you such a weapon to destroy them?
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_DarklingMove,What the Spark? You have told me nothing of the spark?!
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_WizMove,Is it hidden well?
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_DarklingMove,"yes, as you asked."
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_WizMove,"There exists conflicts far beyond your petty squabble with your brothers on the other side of the chasm Master Dartling.  The question is, to which side do your loyalties lie? "
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_DarklingMove,Which side?  My side!  My family's side!  My family was wronged and we intend to avenge ourselves!
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_WizMove,"Still as small minded as your fat relative I see. The Halflings are coming for you Master Dartling.  Do you intend for them to rule the Crest forever?  Your only choice is to obey me and as I said I will ensure you get your lands back. Grow the pumpkin, keep the spark safe."
End_Day_7,End_Day_7_Sc_3,End_Day_7_Sc_3_DarklingMove,"I warn you, If you are on their side, you will fall as they will."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"Ah, Master Darting.  I appreciate your assistance."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_DarklingHead,"I’m here for answers Traveler, nothing more."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,Still unwilling to see the truth are you?  Or perhaps just unwanting?
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_DarklingHead,And whose truth do you speak of traveler?  I will not be a pawn in someone else’s game.
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"Oh, but you are Master Dartling.  You are.  Sit down and let me tell you a story.  A past long forgotten.  Grab another pint, you’ll need it."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"1000 years ago the earth was divided and ruled by armies of men.  There were many kings and kingdoms and they often pitted themselves against each other in war to gain more land and possessions.  The few remaining Elves in this land (those that didn’t sail to the Eastern world) largely stayed out of it dwelling in their peaceful forests, as did the remaining Dwarves to their underground caverns."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"Around that time, a great demon of the underworld, called a Vroduk, rose out from out of the Earth and walked the land, destroying everything in its path. Heroes were killed and armies were obliterated.  Nothing could stop the fell demon.  In one last effort to kill the Vroduk, all of the remaining armies of men, including some of the remaining elves and dwarves, "
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"and even a few of the known wizards, made a truce and gathered together as one united force.  They met the Vroduk and fought it, and just as it looked as the battle may be successful, the demon cast a dark spell that opened up the Earth and swallowed nearly everyone on the battlefield, including itself."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"To verify its death, a young wizard climbed deep into the chasm, miles underground and found the beast still alive, though barely.  Using powerful magic, it is said he extracted the life force from the Vroduk and mixed it with the departing souls of the dead men to encapsulate the great evil.  "
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,He returned to the surface with the life spark and gave it to the Elders (a group of monks that guard the great libraries) in the northern mountains to keep safe. The wizard claimed that this spark would be the only defense against the demons of the underworld if they came to the surface again.
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_DarklingHead,"Very interesting story Traveler, but why are you telling me this?"
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"Not long after this winter began, that very spark was stolen.  Not long before your Wizard friend arrived in the Crest."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_DarklingHead,The Wizard?  The spark?
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"Yes, you are beginning to understand.  He’s working with the Halflings and playing you for a fool.  He’s quite powerful, but together we can stop him."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_DarklingHead,This is a game for wizards.  I just want my family’s land back.
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_GuardianMove,"And so you shall have it Master Darting. Help me retrieve the spark, and I will ensure you have your land. I will show you the sparks true power."
End_Day_7,End_Day_7_Sc_4,End_Day_7_Sc_4_DarklingHead,what do you want me to do?
